	Diets	Size_Class	Home_Range	Activity	Schooling	Level_water
27341	FC	S5	Sed	Night	Sol	Bottom
27347	IM	S5	Sed	Night	Sol	Bottom
27348	IM	S2	Mob	Night	Sol	Low
27349	IM	S2	Sed	Day	Pair	Bottom
27350	IM	S2	Sed	Night	Sol	Bottom
27351	IM	S3	Sed	Night	Sol	Bottom
27352	IM	S2	Sed	Day	Sol	Bottom
27354	OM	S1	Sed	Day	Sol	Bottom
27356	OM	S1	Sed	Day	Sol	Bottom
27363	IM	S1	Sed	Night	Sol	Bottom
27370	OM	S1	Sed	Day	Sol	Bottom
27372	FC	S4	Sed	Night	Sol	Bottom
27393	IM	S5	Sed	Night	Sol	Bottom
27394	IM	S5	Sed	Night	Sol	Bottom
27395	PK	S4	Sed	Day	LargeG	Bottom
27396	IM	S5	Sed	Night	Sol	Bottom
27399	IM	S4	Sed	Night	Sol	Bottom
27405	IM	S5	Sed	Night	Sol	Bottom
27436	IM	S2	Sed	Night	Sol	Bottom
27438	IM	S1	Sed	Night	Sol	Bottom
27441	FC	S1	Sed	Night	Sol	Bottom
27445	FC	S2	Sed	Night	Sol	Bottom
27475	IM	S1	Sed	Day	Sol	Bottom
27476	IM	S1	Sed	Day	Sol	Bottom
27481	PK	S2	Sed	Night	SmallG	Low
27483	PK	S1	Sed	Night	SmallG	Low
27484	PK	S2	Sed	Night	MedG	Low
27497	IM	S1	Sed	Day	Sol	Bottom
27501	IM	S4	Sed	Night	Sol	Bottom
27503	IM	S2	Sed	Night	Sol	Bottom
27504	PK	S3	VMob	Day	SmallG	High
27509	HM	S4	Mob	Day	SmallG	Bottom
27512	IM	S4	Mob	Day	Sol	Bottom
27515	IM	S2	Mob	Day	Sol	Bottom
27519	OM	S1	Sed	Day	Sol	Bottom
27520	OM	S1	Sed	Day	Sol	Bottom
27521	HD	S2	Sed	Day	Sol	Bottom
27534	OM	S1	Sed	Day	Sol	Bottom
27538	OM	S1	Sed	Day	Sol	Bottom
27541	IM	S2	Sed	Day	Sol	Bottom
27542	OM	S1	Sed	Day	Sol	Bottom
27549	IM	S1	Sed	Day	Sol	Bottom
27552	IM	S2	Sed	Day	Pair	Bottom
27553	OM	S2	Sed	Day	Pair	Bottom
27559	IM	S1	Sed	Day	Sol	Bottom
27560	IM	S1	Sed	Day	Sol	Bottom
27561	IM	S1	Sed	Day	Sol	Bottom
27562	IS	S1	Sed	Day	Sol	Bottom
27567	PK	S1	Sed	Day	Pair	Bottom
27570	OM	S1	Sed	Day	Sol	Bottom
27571	PK	S1	Sed	Day	SmallG	Bottom
27574	IM	S1	Sed	Day	Sol	Bottom
27609	PK	S1	Sed	Day	MedG	Low
27610	PK	S1	Sed	Day	MedG	Low
27611	IM	S1	Sed	Day	Sol	Bottom
27685	IM	S1	Sed	Day	Sol	Bottom
27687	IM	S1	Sed	Day	Sol	Bottom
27690	IM	S4	Sed	Night	Sol	Bottom
27861	OM	S2	Sed	Night	Sol	Bottom
27899	IM	S2	Sed	Day	Sol	Bottom
27905	PK	S1	Sed	Day	Sol	Bottom
27908	IM	S1	Sed	Day	Sol	Bottom
27909	IM	S2	Sed	Day	Sol	Bottom
27910	IM	S1	Sed	Day	Sol	Bottom
27911	IM	S1	Sed	Day	Sol	Bottom
27912	IM	S1	Sed	Day	Sol	Bottom
27913	IM	S2	Sed	Day	Sol	Bottom
27952	IM	S1	Sed	Day	Sol	Bottom
27962	FC	S3	Sed	Night	Sol	Bottom
28055	IS	S1	Sed	Day	Sol	Bottom
28063	OM	S1	Sed	Day	Sol	Bottom
28064	PK	S1	Sed	Day	Sol	Bottom
28069	OM	S1	Sed	Day	Sol	Bottom
28070	PK	S1	Sed	Day	Sol	Bottom
28071	PK	S1	Sed	Day	Sol	Bottom
28072	PK	S1	Sed	Day	Sol	Bottom
28073	PK	S1	Sed	Day	SmallG	Bottom
28076	OM	S2	Sed	Day	SmallG	Bottom
28081	PK	S1	Sed	Day	SmallG	Bottom
28118	IM	S1	Sed	Day	Sol	Bottom
28125	FC	S3	Sed	Night	Sol	Bottom
28126	IM	S2	Sed	Night	Sol	Bottom
28132	FC	S3	Sed	Night	Sol	Bottom
28136	IM	S1	Sed	Day	Sol	Bottom
28222	IM	S2	Sed	Night	Sol	Bottom
28230	IM	S2	Mob	Night	Sol	Bottom
28231	IM	S1	Sed	Night	Sol	Bottom
28233	HD	S2	Sed	Day	Sol	Bottom
28242	IM	S2	Sed	Night	Sol	Bottom
28244	IM	S1	Sed	Night	Sol	Bottom
28268	OM	S1	Sed	Day	Sol	Bottom
298	FC	S6	Mob	Night	Sol	Bottom
299	FC	S6	Sed	Day	Sol	Bottom
30	IM	S6	Mob	Night	Sol	Bottom
301	FC	S6	Sed	Day	Sol	Bottom
3067	IM	S4	Sed	Night	Sol	Bottom
3068	IM	S4	Sed	Night	Sol	Bottom
3069	IM	S4	Sed	Night	Sol	Bottom
3073	IM	S1	Sed	Day	Sol	Bottom
3076	IM	S1	Sed	Day	Sol	Bottom
3077	IM	S1	Sed	Day	Sol	Bottom
3079	IM	S2	Sed	Day	Sol	Bottom
3082	FC	S3	Sed	Night	Sol	Bottom
3083	IM	S4	Sed	Both	Sol	Bottom
3084	FC	S3	Sed	Night	Sol	Bottom
3085	FC	S4	Sed	Night	Sol	Bottom
3086	FC	S1	Sed	Night	Sol	Bottom
3087	FC	S2	Sed	Night	Sol	Bottom
3089	FC	S3	Sed	Night	Sol	Bottom
3091	IM	S2	Sed	Night	Sol	Bottom
3092	IM	S4	Sed	Night	Sol	Bottom
3093	IM	S2	Sed	Night	Sol	Bottom
3094	IM	S4	Sed	Night	Sol	Bottom
3095	IM	S3	Sed	Night	Sol	Bottom
3110	IM	S4	Sed	Day	Sol	Bottom
3113	IM	S4	Sed	Day	Sol	Bottom
3116	IM	S2	Sed	Day	Sol	Bottom
3118	IM	S2	Sed	Day	Sol	Bottom
3119	IM	S2	Sed	Day	Sol	Bottom
3123	IM	S1	Sed	Night	Sol	Bottom
3124	IM	S2	Sed	Night	Sol	Bottom
3125	IM	S3	Sed	Night	Sol	Bottom
3126	IM	S2	Sed	Day	Sol	Bottom
3127	IM	S2	Sed	Night	Sol	Bottom
3128	IM	S3	Sed	Both	Sol	Bottom
3163	FC	S5	Mob	Day	SmallG	High
3241	PK	S3	VMob	Day	LargeG	High
3246	IM	S3	Sed	Both	Sol	Low
3247	IM	S2	Sed	Both	Sol	Low
3248	IM	S3	Sed	Both	Sol	Low
3249	PK	S3	Sed	Both	Sol	Low
3250	IM	S2	Sed	Both	Sol	Low
3251	IM	S3	Sed	Both	Sol	Low
3252	IM	S3	Sed	Both	Sol	Low
3253	IM	S3	Sed	Both	Sol	Low
3275	FC	S6	Mob	Day	Sol	Low
3276	FC	S6	VMob	Both	SmallG	Low
3279	IM	S2	Sed	Day	Sol	Bottom
3280	IM	S3	Sed	Day	Sol	Bottom
3281	IM	S2	Sed	Day	Sol	Bottom
3283	IM	S3	Sed	Day	Sol	Bottom
3284	IM	S4	Sed	Day	Sol	Bottom
3285	IM	S3	Sed	Day	Sol	Bottom
3286	IM	S1	Sed	Day	Sol	Bottom
3287	IM	S2	Sed	Day	Sol	Bottom
3288	IM	S3	Sed	Day	Sol	Bottom
3290	IM	S2	Sed	Day	Sol	Bottom
3293	IM	S2	Sed	Day	Sol	Bottom
3297	IM	S3	Sed	Day	Sol	Bottom
3300	IM	S3	Sed	Day	Sol	Bottom
3301	IM	S4	Sed	Day	Sol	Bottom
3302	IM	S2	Sed	Day	Sol	Bottom
3304	IM	S4	Sed	Day	Sol	Bottom
3305	IM	S4	Sed	Day	Sol	Bottom
3306	IM	S3	Sed	Day	Sol	Bottom
3307	IM	S4	Sed	Day	Sol	Bottom
3310	FC	S6	VMob	Night	Sol	Low
3312	PK	S3	Sed	Both	LargeG	Low
3313	PK	S3	Sed	Day	MedG	Low
3314	PK	S1	Sed	Day	MedG	Low
3315	FC	S3	Mob	Day	Sol	Bottom
3316	IM	S4	Mob	Day	Sol	Bottom
3318	IM	S3	Mob	Day	Sol	Bottom
3322	FC	S6	Mob	Day	Sol	Low
3323	IM	S4	Mob	Day	Sol	Bottom
3326	PK	S4	Mob	Day	MedG	Low
3328	PK	S3	Sed	Day	SmallG	Low
3329	IM	S2	Sed	Day	Sol	Bottom
3330	IM	S2	Sed	Day	Sol	Bottom
3331	IM	S2	Sed	Day	Sol	Bottom
3332	IM	S2	Sed	Day	Sol	Bottom
3333	FC	S6	Mob	Both	Sol	Bottom
3334	IM	S6	Mob	Both	Sol	Bottom
3336	IM	S5	Mob	Both	Sol	Bottom
3337	IM	S5	Mob	Both	Sol	Bottom
3340	IM	S2	Sed	Day	SmallG	Low
3341	IM	S2	Sed	Day	Sol	Bottom
3342	IM	S2	Sed	Day	Sol	Bottom
3343	IM	S3	Sed	Day	Sol	Bottom
3344	IM	S2	Sed	Day	Sol	Bottom
3345	IM	S1	Sed	Day	Sol	Bottom
3346	IM	S2	Sed	Day	Sol	Bottom
3347	IM	S3	Sed	Day	Sol	Bottom
3348	IM	S2	Sed	Day	Sol	Bottom
3349	FC	S3	Sed	Day	Sol	Bottom
3350	IM	S3	Sed	Day	Sol	Bottom
3351	PK	S2	Sed	Day	SmallG	Low
3352	IM	S2	Sed	Day	Sol	Bottom
3353	IM	S3	Sed	Both	Sol	Bottom
3354	IM	S3	Sed	Both	Sol	Bottom
3355	IM	S3	Sed	Both	Sol	Bottom
3356	IM	S1	Sed	Day	Sol	Bottom
345	FC	S6	Mob	Day	SmallG	Low
346	FC	S6	VMob	Night	Sol	Bottom
348	FC	S6	Mob	Night	Sol	Bottom
349	FC	S6	Mob	Day	SmallG	Low
350	FC	S6	VMob	Day	Sol	Low
351	IM	S5	Sed	Day	Sol	Bottom
3517	IM	S5	Mob	Night	SmallG	Low
3518	IM	S4	Mob	Both	SmallG	Low
3519	FC	S4	Mob	Night	SmallG	Low
352	FC	S5	Mob	Both	Sol	Bottom
3520	PK	S2	Sed	Night	SmallG	Low
3521	PK	S1	Sed	Night	Sol	Low
3522	PK	S2	Sed	Night	SmallG	Low
3523	PK	S2	Sed	Night	SmallG	Low
3524	PK	S1	Sed	Night	Sol	Low
3525	PK	S1	Sed	Night	Sol	Low
3526	PK	S2	Sed	Night	Sol	Low
3527	PK	S2	Sed	Night	Sol	Low
3528	PK	S1	Sed	Night	Sol	Low
3529	PK	S2	Sed	Night	Sol	Low
3530	PK	S2	Sed	Night	Sol	Low
3531	PK	S2	Sed	Night	SmallG	Low
3532	PK	S1	Sed	Night	SmallG	Low
3533	PK	S1	Sed	Night	Sol	Low
3534	PK	S2	Sed	Night	Sol	Low
3535	PK	S2	Sed	Night	Sol	Low
3536	PK	S2	Sed	Night	Sol	Low
3537	PK	S2	Sed	Night	Sol	Low
3538	PK	S2	Sed	Night	Sol	Low
3539	IM	S6	Mob	Day	Sol	Bottom
354	FC	S4	Mob	Night	SmallG	Low
3541	IM	S5	Sed	Day	Sol	Low
3542	FC	S6	VMob	Day	SmallG	High
3543	OM	S5	VMob	Both	Sol	High
356	IM	S3	VMob	Night	MedG	Low
3563	IM	S4	Mob	Night	LargeG	Low
3566	IM	S3	Mob	Night	LargeG	Low
3567	IM	S3	Mob	Night	LargeG	Low
3568	IM	S5	VMob	Night	SmallG	Bottom
3569	IM	S4	VMob	Night	MedG	Low
3570	PK	S4	VMob	Night	LargeG	High
3571	PK	S2	Mob	Day	LargeG	High
3572	PK	S3	Mob	Day	LargeG	High
3573	IM	S5	Mob	Day	MedG	Low
3574	OM	S4	Mob	Day	SmallG	Low
3576	IM	S4	Mob	Day	SmallG	Low
3578	FC	S6	VMob	Both	SmallG	Low
3580	IM	S4	VMob	Both	SmallG	Bottom
3583	IM	S3	Sed	Both	SmallG	Low
3584	IM	S3	Sed	Both	SmallG	Low
3585	IM	S3	Sed	Both	SmallG	Low
3586	IM	S3	Sed	Both	SmallG	Low
3591	IM	S4	Mob	Day	LargeG	Bottom
3592	IM	S4	Mob	Day	SmallG	Bottom
3593	PK	S3	Sed	Both	MedG	Low
3594	HM	S5	VMob	Day	MedG	Bottom
3595	HM	S4	VMob	Day	MedG	Bottom
3596	HM	S4	VMob	Day	MedG	Bottom
3597	OM	S4	VMob	Day	MedG	Bottom
3598	HD	S5	VMob	Day	MedG	Low
3599	OM	S5	VMob	Day	SmallG	High
3600	IM	S2	Sed	Day	Sol	Low
3601	IM	S3	Sed	Day	Sol	Low
3602	IS	S2	Sed	Day	Pair	Low
3603	IM	S3	Mob	Day	Pair	Bottom
3604	IM	S3	Sed	Day	Pair	Low
3605	IM	S3	Sed	Day	Pair	Low
3606	IS	S3	Sed	Day	Pair	Low
3607	HD	S2	Sed	Day	Sol	Low
3608	OM	S4	Mob	Day	Sol	Low
3609	IS	S4	Mob	Day	Sol	Low
361	IM	S5	Mob	Day	Sol	Bottom
3610	IS	S4	Mob	Day	Sol	Low
362	IM	S6	Sed	Day	Sol	Low
3641	IM	S3	VMob	Day	SmallG	Bottom
3642	PK	S3	Mob	Day	MedG	High
3643	PK	S2	Sed	Day	LargeG	Low
3644	PK	S3	Sed	Day	MedG	Low
3647	PK	S2	Sed	Day	SmallG	Low
3648	OM	S4	Sed	Day	SmallG	Bottom
3649	HD	S2	Sed	Day	Sol	Low
3650	HD	S2	Sed	Day	Sol	Low
3651	HD	S2	Sed	Day	Sol	Low
3652	OM	S2	Sed	Day	Sol	Low
3653	HD	S2	Sed	Day	Sol	Low
3654	HD	S2	Sed	Day	Sol	Low
3655	IM	S2	Sed	Day	Sol	Bottom
3656	PK	S4	Mob	Day	MedG	High
3657	IM	S4	Mob	Day	Sol	Low
3658	IM	S2	Mob	Day	Sol	Low
3659	IM	S3	Mob	Day	Sol	Low
366	IM	S5	VMob	Both	SmallG	High
3660	IM	S4	Mob	Day	Sol	Low
3661	IM	S3	Mob	Day	Sol	Low
3662	IM	S4	Mob	Day	Sol	Low
3663	IM	S3	Mob	Day	Sol	Low
3664	IM	S3	Mob	Day	Sol	Low
3665	IM	S2	Mob	Day	Sol	Low
3666	IM	S3	Mob	Day	Sol	Low
3667	IM	S4	Sed	Day	SmallG	Bottom
3668	IM	S3	Mob	Day	Sol	Low
3669	IM	S3	Mob	Day	Sol	Low
3671	IM	S6	VMob	Day	Sol	Bottom
3673	PK	S3	Mob	Day	MedG	Low
3674	HD	S2	Mob	Day	SmallG	Low
3675	HD	S3	Mob	Day	SmallG	Low
3676	HD	S3	Mob	Day	SmallG	Low
3679	FC	S4	VMob	Night	MedG	High
3683	IM	S3	Sed	Day	Sol	Bottom
3684	PK	S2	Sed	Day	Sol	Bottom
3685	IM	S2	Sed	Day	Sol	Bottom
3686	IM	S3	Sed	Day	Sol	Bottom
3687	IM	S2	Sed	Day	Sol	Bottom
3689	IM	S2	Sed	Day	Sol	Bottom
3698	IM	S2	Sed	Day	Sol	Bottom
3699	IM	S2	Sed	Day	Sol	Bottom
370	IM	S3	Sed	Day	Sol	Bottom
3700	IM	S2	Sed	Day	Sol	Bottom
3701	IM	S1	Sed	Day	Sol	Bottom
3702	IM	S1	Sed	Day	Sol	Bottom
3704	FC	S4	Sed	Day	Sol	Bottom
3708	PK	S1	Sed	Day	Sol	Bottom
3709	PK	S1	Sed	Day	Sol	Bottom
3711	IM	S3	Sed	Day	Sol	Bottom
3712	IM	S2	Sed	Day	Sol	Bottom
3713	IM	S2	Sed	Day	Sol	Bottom
3715	IM	S2	Sed	Day	Sol	Bottom
3716	IM	S1	Sed	Day	Sol	Bottom
3717	IM	S1	Sed	Day	Sol	Bottom
3718	IM	S1	Sed	Day	Sol	Bottom
3719	IM	S1	Sed	Day	Sol	Bottom
3720	IM	S1	Sed	Day	Sol	Bottom
3721	IM	S1	Sed	Day	Sol	Bottom
3722	IM	S1	Sed	Day	Sol	Bottom
3727	IM	S2	Sed	Day	Sol	Bottom
3729	IM	S2	Sed	Day	Sol	Bottom
3730	IM	S1	Sed	Day	Sol	Bottom
3731	IM	S2	Sed	Day	Sol	Bottom
3732	IM	S2	Sed	Day	Sol	Bottom
3733	IM	S2	Sed	Day	Sol	Bottom
3734	IM	S2	Sed	Day	Sol	Bottom
3735	IM	S3	Sed	Day	Sol	Bottom
3736	IM	S1	Sed	Day	Sol	Bottom
3737	IM	S1	Sed	Day	Sol	Bottom
3738	IM	S2	Sed	Day	Sol	Bottom
3739	IM	S1	Sed	Day	Sol	Bottom
3743	IM	S1	Sed	Day	Sol	Bottom
3744	IM	S1	Sed	Day	Sol	Bottom
3745	IM	S1	Sed	Day	Sol	Bottom
3746	IM	S1	Sed	Day	Sol	Bottom
3748	IM	S2	Sed	Day	Sol	Bottom
3749	IM	S1	Sed	Day	Sol	Bottom
375	IM	S2	Sed	Day	Sol	Bottom
3750	IM	S1	Sed	Day	Sol	Bottom
3751	IM	S1	Sed	Day	Sol	Bottom
3752	IM	S1	Sed	Day	Sol	Bottom
3753	IM	S1	Sed	Day	Sol	Bottom
3754	OM	S3	Sed	Day	Sol	Bottom
3756	HD	S2	Sed	Day	Sol	Bottom
3757	OM	S2	Sed	Day	Sol	Bottom
3758	OM	S2	Sed	Day	Sol	Bottom
3759	OM	S2	Sed	Day	Sol	Bottom
3760	OM	S1	Sed	Day	Sol	Bottom
3761	IM	S3	Sed	Day	Sol	Bottom
3763	OM	S2	Sed	Day	Sol	Bottom
3764	OM	S2	Sed	Day	Sol	Bottom
3765	OM	S2	Sed	Day	Sol	Bottom
3768	HD	S3	Sed	Day	Sol	Bottom
3769	OM	S2	Sed	Day	Sol	Bottom
377	IM	S3	Sed	Day	Sol	Bottom
3770	OM	S2	Sed	Day	Sol	Bottom
380	IM	S5	VMob	Day	MedG	High
381	FC	S6	VMob	Both	SmallG	High
382	FC	S6	VMob	Both	SmallG	High
3824	IM	S2	Sed	Day	Sol	Bottom
3825	IM	S1	Sed	Day	Sol	Bottom
3834	IM	S1	Sed	Day	Sol	Bottom
3835	IM	S2	Sed	Day	SmallG	Bottom
3836	IM	S3	Sed	Day	SmallG	Bottom
3837	IM	S3	Sed	Day	SmallG	Bottom
3838	IM	S2	Sed	Day	Sol	Bottom
3839	IM	S2	Sed	Day	Sol	Bottom
384	FC	S6	VMob	Both	SmallG	High
3840	IM	S1	Sed	Day	Sol	Bottom
3841	IM	S1	Sed	Day	SmallG	Bottom
3842	OM	S1	Sed	Day	SmallG	Bottom
3843	OM	S1	Sed	Day	SmallG	Bottom
3844	OM	S2	Sed	Day	SmallG	Bottom
3845	PK	S1	Sed	Day	MedG	Low
3846	OM	S1	Sed	Day	SmallG	Bottom
3848	OM	S1	Sed	Day	Sol	Bottom
3849	OM	S2	Sed	Day	SmallG	Bottom
385	PK	S5	VMob	Day	LargeG	High
3850	OM	S1	Sed	Day	SmallG	Bottom
3852	IM	S1	Sed	Day	Sol	Bottom
3853	IM	S3	Sed	Day	Sol	Bottom
3855	OM	S2	Sed	Day	SmallG	Bottom
3858	IM	S2	Sed	Day	Sol	Bottom
3864	IM	S1	Sed	Day	Sol	Bottom
3866	IM	S3	Sed	Day	Sol	Bottom
3867	OM	S3	Sed	Day	Sol	Bottom
3868	IM	S2	Sed	Day	Sol	Bottom
387	PK	S4	VMob	Both	LargeG	High
3872	IM	S1	Sed	Day	Sol	Bottom
3873	IM	S1	Sed	Day	SmallG	Bottom
3875	IM	S1	Sed	Day	SmallG	Bottom
3876	IM	S1	Sed	Day	SmallG	Bottom
3877	IM	S1	Sed	Day	Sol	Bottom
3878	IM	S1	Sed	Day	SmallG	Bottom
3879	OM	S3	Sed	Day	Sol	Bottom
388	FC	S3	VMob	Both	LargeG	High
3881	PK	S2	Sed	Day	Pair	Low
3885	IM	S1	Sed	Day	Pair	Bottom
3886	IM	S1	Sed	Day	Sol	Bottom
3887	IM	S1	Sed	Day	Sol	Bottom
3888	IM	S1	Sed	Day	Sol	Bottom
3889	IM	S1	Sed	Day	Pair	Bottom
3890	IM	S2	Sed	Day	Sol	Bottom
3892	IM	S1	Sed	Day	Sol	Bottom
3893	IM	S2	Sed	Day	Sol	Bottom
3894	IM	S2	Sed	Day	Sol	Bottom
3897	IM	S1	Sed	Day	Sol	Bottom
3898	IM	S1	Sed	Day	SmallG	Bottom
390	IM	S3	VMob	Day	MedG	Low
3902	IM	S2	Sed	Day	Sol	Low
3904	IM	S3	Sed	Day	Sol	Low
3905	IM	S3	Mob	Day	SmallG	Bottom
3930	IM	S4	Sed	Both	Sol	Bottom
3931	IM	S3	Sed	Both	Sol	Bottom
3933	IM	S3	Sed	Both	Sol	Bottom
3934	IM	S3	Sed	Both	Sol	Bottom
3935	IM	S2	Sed	Both	Sol	Bottom
3936	IM	S2	Sed	Both	Sol	Bottom
3937	IM	S2	Sed	Both	Sol	Bottom
3938	IM	S4	Sed	Both	Sol	Bottom
3940	IM	S3	Sed	Both	Sol	Bottom
3941	IM	S1	Sed	Both	Sol	Bottom
3942	IM	S4	Sed	Both	Sol	Bottom
3943	FC	S4	Sed	Night	Sol	Bottom
3944	IM	S2	Sed	Both	Sol	Bottom
3945	IM	S3	Sed	Both	Sol	Bottom
3946	IM	S2	Sed	Both	Sol	Bottom
3947	IM	S1	Sed	Both	Sol	Bottom
3948	FC	S3	Sed	Night	Sol	Bottom
398	IM	S6	Mob	Both	MedG	Low
3987	FC	S6	VMob	Night	LargeG	Low
399	IM	S5	VMob	Both	SmallG	Bottom
401	IM	S4	Mob	Day	SmallG	Low
4022	IM	S3	Mob	Day	SmallG	Bottom
40891	IM	S1	Sed	Day	Sol	Bottom
412	FC	S6	VMob	Both	MedG	High
418	FC	S6	VMob	Both	SmallG	Low
419	FC	S6	VMob	Both	SmallG	Low
4207	IM	S3	Mob	Both	Sol	Bottom
4208	IM	S3	Sed	Day	Sol	Bottom
426	IM	S6	Mob	Day	Sol	Bottom
4261	IM	S1	Sed	Day	Sol	Bottom
4273	OM	S4	VMob	Day	MedG	High
4274	PK	S5	VMob	Both	Sol	High
4275	PK	S6	VMob	Both	Sol	Low
4276	IM	S5	Mob	Day	Sol	Bottom
4277	IS	S4	Mob	Day	Pair	Low
4278	PK	S4	VMob	Day	MedG	High
4279	PK	S5	VMob	Day	MedG	High
4280	IM	S3	Mob	Day	Sol	Low
4281	OM	S3	Mob	Day	Sol	Low
4283	IM	S2	Mob	Day	Sol	Low
4284	PK	S3	VMob	Day	MedG	Low
4285	PK	S3	Mob	Day	MedG	Low
4286	IM	S4	Mob	Day	Sol	Low
4287	IS	S5	Mob	Day	Sol	Low
4291	OM	S2	Mob	Day	Sol	Low
4293	IM	S4	Mob	Night	Sol	Bottom
4294	IS	S3	Mob	Day	Sol	Low
4295	IM	S3	Mob	Night	Sol	Bottom
4296	IM	S4	VMob	Day	Sol	Bottom
4299	IM	S4	Sed	Day	Sol	Low
4300	IM	S4	Sed	Day	Sol	Low
4306	HD	S3	Mob	Day	MedG	Bottom
4307	HD	S4	Mob	Day	Sol	Bottom
4308	IM	S2	Sed	Day	Pair	Bottom
4309	IM	S2	Sed	Day	Pair	Bottom
4311	IM	S1	Sed	Day	Pair	Bottom
4312	IM	S1	Sed	Day	Pair	Bottom
432	IM	S6	VMob	Both	SmallG	Low
4322	OM	S2	Sed	Day	Sol	Bottom
4324	OM	S2	Sed	Day	Sol	Bottom
4325	OM	S1	Sed	Day	Sol	Bottom
4327	OM	S1	Sed	Day	Sol	Bottom
4328	OM	S2	Sed	Day	Sol	Bottom
4335	OM	S1	Sed	Day	Sol	Bottom
4336	OM	S2	Sed	Day	Sol	Bottom
4337	OM	S2	Sed	Day	Sol	Bottom
4340	HD	S2	Sed	Day	SmallG	Bottom
4341	IM	S5	Sed	Day	MedG	Bottom
4343	HD	S3	Sed	Day	SmallG	Bottom
4344	HD	S3	Sed	Day	SmallG	Bottom
4345	HD	S2	Sed	Day	SmallG	Bottom
4346	HD	S2	Sed	Day	SmallG	Bottom
4347	HD	S3	Sed	Day	SmallG	Bottom
4348	HD	S3	Sed	Day	SmallG	Bottom
4349	HD	S2	Sed	Day	SmallG	Bottom
4350	HD	S3	Sed	Day	SmallG	Bottom
4351	HD	S2	Sed	Day	MedG	Bottom
4352	HD	S2	Sed	Day	MedG	Bottom
4353	HD	S2	Sed	Day	SmallG	Bottom
4354	HD	S2	Sed	Day	SmallG	Bottom
4355	HD	S5	Mob	Day	Sol	Bottom
4356	HD	S4	Mob	Day	SmallG	Bottom
4357	HD	S3	Mob	Day	SmallG	Bottom
4358	HD	S3	Mob	Day	SmallG	Bottom
4359	HD	S4	Mob	Day	SmallG	Bottom
436	FC	S4	Mob	Day	SmallG	Low
4360	HD	S4	Mob	Day	MedG	Bottom
4361	IM	S2	Sed	Night	Sol	Bottom
4362	IM	S2	Sed	Night	Sol	Bottom
4363	IM	S2	Sed	Night	Sol	Bottom
4364	IM	S1	Sed	Night	Sol	Bottom
4365	IM	S3	Sed	Night	Sol	Bottom
4366	OM	S3	Sed	Day	Sol	Bottom
4367	OM	S2	Sed	Day	Sol	Bottom
4368	OM	S2	Sed	Day	Sol	Bottom
4369	OM	S1	Sed	Day	Sol	Bottom
437	IM	S4	Mob	Day	SmallG	Low
4370	OM	S2	Sed	Day	Pair	Bottom
4371	OM	S2	Sed	Day	Sol	Bottom
4372	OM	S1	Sed	Day	Sol	Bottom
4373	OM	S3	Sed	Day	Sol	Bottom
4374	PK	S2	Sed	Day	MedG	Low
4375	PK	S2	Sed	Day	MedG	Low
4376	PK	S2	Sed	Day	MedG	Low
4377	PK	S2	Sed	Day	MedG	Low
4378	PK	S2	Sed	Day	MedG	Low
4379	PK	S2	Sed	Day	MedG	Low
438	IM	S5	Mob	Day	SmallG	Low
4380	PK	S2	Sed	Day	MedG	Low
4381	PK	S2	Sed	Day	MedG	Low
4382	PK	S2	Sed	Day	MedG	Low
4383	PK	S2	Sed	Day	MedG	Low
4384	PK	S2	Sed	Day	MedG	Low
4385	HD	S2	Sed	Day	Sol	Bottom
4386	HD	S2	Sed	Day	Sol	Bottom
4387	HD	S2	Sed	Day	Sol	Bottom
4388	HD	S2	Sed	Day	Sol	Bottom
4389	HD	S2	Sed	Day	Sol	Bottom
439	FC	S6	Mob	Day	SmallG	Low
4390	HD	S3	Sed	Day	Sol	Bottom
4391	HD	S2	Sed	Day	Sol	Bottom
4392	HD	S2	Sed	Day	Sol	Bottom
4393	HD	S2	Sed	Day	Sol	Bottom
4394	HD	S2	Sed	Day	Sol	Bottom
4395	HD	S1	Sed	Day	Sol	Bottom
4396	HD	S3	Sed	Day	Sol	Bottom
4397	HD	S2	Sed	Day	Sol	Bottom
4398	OM	S2	Sed	Day	Sol	Bottom
4399	HD	S2	Sed	Day	Sol	Bottom
44	IM	S5	Mob	Day	SmallG	Bottom
440	IM	S4	Mob	Day	SmallG	Low
4400	HD	S2	Sed	Day	Sol	Bottom
4401	HD	S2	Sed	Day	Sol	Bottom
4402	HD	S2	Sed	Day	Sol	Bottom
4403	HD	S2	Sed	Day	Sol	Bottom
4404	HD	S2	Sed	Day	Sol	Bottom
4405	HD	S2	Sed	Day	Sol	Bottom
4406	IM	S2	Mob	Day	SmallG	Bottom
4407	IM	S3	Mob	Day	SmallG	Bottom
4408	IM	S2	Mob	Day	SmallG	Bottom
4409	IM	S2	Mob	Day	SmallG	Bottom
441	OM	S6	Mob	Day	SmallG	Low
4411	IM	S2	Mob	Day	SmallG	Bottom
4412	IM	S2	Mob	Day	SmallG	Bottom
4414	IM	S2	Sed	Day	Sol	Bottom
4415	IM	S2	Sed	Day	Sol	Bottom
4416	IM	S2	Sed	Day	Sol	Bottom
4417	IM	S2	Sed	Day	Sol	Bottom
4418	IM	S3	Sed	Day	Sol	Bottom
4419	FC	S4	Sed	Day	Sol	Bottom
442	IM	S5	VMob	Both	SmallG	Bottom
