Order	Family	Genus	Species	Latin_name	Reef_associated
46819	Perciformes	Gobiidae	Barbulifer	pantherinus	Barbulifer_pantherinus	1
46823	Perciformes	Labridae	Notolabrus	parilus	Notolabrus_parilus	1
46825	Perciformes	Gobiidae	Chriolepis	minutillus	Chriolepis_minutillus	1
46827	Perciformes	Gobiidae	Chriolepis	zebra	Chriolepis_zebra	1
46829	Perciformes	Gobiidae	Chriolepis	cuneata	Chriolepis_cuneata	1
46830	Perciformes	Gobiidae	Chriolepis	dialepta	Chriolepis_dialepta	1
46833	Perciformes	Gobiidae	Chriolepis	tagus	Chriolepis_tagus	1
46838	Perciformes	Labridae	Notolabrus	gymnogenis	Notolabrus_gymnogenis	1
46846	Perciformes	Gobiidae	Pycnomma	semisquamatum	Pycnomma_semisquamatum	1
46849	Perciformes	Gobiidae	Lythrypnus	rhizophora	Lythrypnus_rhizophora	1
46850	Perciformes	Labridae	Notolabrus	celidotus	Notolabrus_celidotus	1
46852	Perciformes	Gobiidae	Lythrypnus	alphigena	Lythrypnus_alphigena	1
46859	Perciformes	Gobiidae	Lythrypnus	pulchellus	Lythrypnus_pulchellus	1
46862	Perciformes	Gobiidae	Lythrypnus	insularis	Lythrypnus_insularis	1
46863	Perciformes	Gobiidae	Lythrypnus	solanensis	Lythrypnus_solanensis	1
46866	Cypriniformes	Cyprinidae	Gobiosoma	chiquita	Gobiosoma_chiquita	0
46867	Perciformes	Gobiidae	Eleotrica	cableae	Eleotrica_cableae	1
46868	Perciformes	Gobiidae	Elacatinus	janssi	Elacatinus_janssi	1
46869	Perciformes	Gobiidae	Elacatinus	inornatus	Elacatinus_inornatus	1
46878	Perciformes	Gobiidae	Gobulus	hancocki	Gobulus_hancocki	1
46879	Perciformes	Gobiidae	Gobulus	crescentalis	Gobulus_crescentalis	1
46892	Perciformes	Gobiidae	Gymneleotris	seminuda	Gymneleotris_seminuda	1
46894	Perciformes	Gobiidae	Elacatinus	puncticulatus	Elacatinus_puncticulatus	1
46896	Perciformes	Gobiidae	Elacatinus	digueti	Elacatinus_digueti	1
46899	Perciformes	Tripterygiidae	Ceratobregma	acanthops	Ceratobregma_acanthops	1
46902	Perciformes	Tripterygiidae	Ceratobregma	helenae	Ceratobregma_helenae	1
46907	Cypriniformes	Cyprinidae	Gobiosoma	nudum	Gobiosoma_nudum	0
46922	Gobiesociformes	Gobiesocidae	Tomicodon	humeralis	Tomicodon_humeralis	1
46923	Perciformes	Labridae	Pseudolabrus	gayi	Pseudolabrus_gayi	1
46925	Perciformes	Tripterygiidae	Enneapterygius	bichrous	Enneapterygius_bichrous	1
46927	Gobiesociformes	Gobiesocidae	Tomicodon	eos	Tomicodon_eos	1
46929	Gobiesociformes	Gobiesocidae	Tomicodon	boehlkei	Tomicodon_boehlkei	1
46931	Perciformes	Tripterygiidae	Enneapterygius	gracilis	Enneapterygius_gracilis	1
46934	Perciformes	Labridae	Pseudolabrus	biserialis	Pseudolabrus_biserialis	1
46949	Perciformes	Labridae	Pseudolabrus	fuentesi	Pseudolabrus_fuentesi	1
46956	Perciformes	Labridae	Pseudolabrus	semifasciatus	Pseudolabrus_semifasciatus	1
46958	Perciformes	Tripterygiidae	Enneapterygius	kermadecensis	Enneapterygius_kermadecensis	1
46959	Perciformes	Labridae	Pseudolabrus	torotai	Pseudolabrus_torotai	1
46963	Perciformes	Tripterygiidae	Enneapterygius	larsonae	Enneapterygius_larsonae	1
46972	Perciformes	Tripterygiidae	Enneapterygius	mirabilis	Enneapterygius_mirabilis	1
46975	Perciformes	Labridae	Pictilabrus	laticlavius	Pictilabrus_laticlavius	1
46980	Perciformes	Tripterygiidae	Enneapterygius	paucifasciatus	Enneapterygius_paucifasciatus	1
46983	Scorpaeniformes	Scorpaenidae	Scorpaena	cardinalis	Scorpaena_cardinalis	1
46984	Perciformes	Tripterygiidae	Enneapterygius	pyramis	Enneapterygius_pyramis	1
46987	Perciformes	Tripterygiidae	Enneapterygius	rhabdotus	Enneapterygius_rhabdotus	1
4699	Beryciformes	Holocentridae	Sargocentron	diadema	Sargocentron_diadema	1
46998	Perciformes	Clinidae	Cristiceps	aurantiacus	Cristiceps_aurantiacus	1
47	Beloniformes	Belonidae	Belone	belone	Belone_belone	0
47002	Perciformes	Chironemidae	Chironemus	marmoratus	Chironemus_marmoratus	0
47018	Perciformes	Cheilodactylidae	Goniistius	fuscus	Cheilodactylus_fuscus	1
47036	Perciformes	Labridae	Austrolabrus	maculatus	Austrolabrus_maculatus	1
47037	Perciformes	Labridae	Eupetrichthys	angustipes	Eupetrichthys_angustipes	1
47039	Perciformes	Gobiidae	Amblyeleotris	rhyax	Amblyeleotris_rhyax	1
47041	Perciformes	Tripterygiidae	Enneapterygius	triserialis	Enneapterygius_triserialis	1
47043	Perciformes	Gobiidae	Amblyeleotris	macronema	Amblyeleotris_macronema	1
47045	Perciformes	Tripterygiidae	Enneapterygius	tutuilae	Enneapterygius_tutuilae	1
47046	Perciformes	Gobiidae	Amblyeleotris	latifasciata	Amblyeleotris_latifasciata	1
47048	Perciformes	Tripterygiidae	Enneapterygius	ziegleri	Enneapterygius_ziegleri	1
47059	Perciformes	Pomacanthidae	Centropyge	narcosis	Centropyge_narcosis	1
4706	Siluriformes	Plotosidae	Plotosus	lineatus	Plotosus_lineatus	1
47069	Perciformes	Scaridae	Chlorurus	rhakoura	Chlorurus_rhakoura	1
4708	Perciformes	Haemulidae	Pomadasys	jubelini	Pomadasys_jubelini	1
47087	Perciformes	Tripterygiidae	Springerichthys	bapturus	Springerichthys_bapturus	1
47088	Perciformes	Tripterygiidae	Springerichthys	kulbickii	Springerichthys_kulbickii	1
4709	Perciformes	Sillaginidae	Sillago	ciliata	Sillago_ciliata	1
47159	Perciformes	Tripterygiidae	Helcogramma	novaecaledoniae	Helcogramma_novaecaledoniae	1
47183	Perciformes	Tripterygiidae	Lepidoblennius	haplodactylus	Lepidoblennius_haplodactylus	1
47188	Perciformes	Tripterygiidae	Norfolkia	leeuwin	Norfolkia_leeuwin	1
47191	Perciformes	Tripterygiidae	Norfolkia	thomasi	Norfolkia_thomasi	1
47203	Perciformes	Tripterygiidae	Trinorfolkia	incisa	Trinorfolkia_incisa	1
47204	Perciformes	Tripterygiidae	Ucla	xenogrammus	Ucla_xenogrammus	1
47246	Batrachoidiformes	Batrachoididae	Sanopus	astrifer	Sanopus_astrifer	1
47265	Perciformes	Chaenopsidae	Acanthemblemaria	greenfieldi	Acanthemblemaria_greenfieldi	1
47267	Perciformes	Chaenopsidae	Emblemaria	caldwelli	Emblemaria_caldwelli	1
47269	Perciformes	Chaenopsidae	Emblemariopsis	leptocirris	Emblemariopsis_leptocirris	1
47270	Perciformes	Labrisomidae	Labrisomus	albigenys	Labrisomus_albigenys	1
47271	Perciformes	Labrisomidae	Starksia	occidentalis	Starksia_occidentalis	1
47272	Perciformes	Labrisomidae	Starksia	elongata	Starksia_elongata	1
47273	Perciformes	Labrisomidae	Starksia	guttata	Starksia_guttata	1
47274	Perciformes	Gobiidae	Elacatinus	atronasus	Elacatinus_atronasus	1
47275	Perciformes	Gobiidae	Elacatinus	zebrellus	Elacatinus_zebrellus	1
4732	Perciformes	Acanthuridae	Acanthurus	polyzona	Acanthurus_polyzona	1
4733	Perciformes	Acanthuridae	Acanthurus	nubilus	Acanthurus_nubilus	1
4734	Perciformes	Acanthuridae	Acanthurus	thompsoni	Acanthurus_thompsoni	1
4736	Perciformes	Acanthuridae	Acanthurus	guttatus	Acanthurus_guttatus	1
4737	Perciformes	Acanthuridae	Acanthurus	leucopareius	Acanthurus_leucopareius	1
4738	Perciformes	Acanthuridae	Acanthurus	nigroris	Acanthurus_nigroris	1
47382	Perciformes	Blenniidae	Ecsenius	fijiensis	Ecsenius_fijiensis	1
47384	Perciformes	Blenniidae	Ecsenius	isos	Ecsenius_isos	1
47385	Perciformes	Blenniidae	Ecsenius	lubbocki	Ecsenius_lubbocki	1
47386	Perciformes	Blenniidae	Ecsenius	taeniatus	Ecsenius_taeniatus	1
4739	Perciformes	Acanthuridae	Acanthurus	nigrofuscus	Acanthurus_nigrofuscus	1
47393	Ophidiiformes	Ophidiidae	Petrotyx	hopkinsi	Petrotyx_hopkinsi	1
47396	Perciformes	Chaenopsidae	Protemblemaria	bicirrus	Protemblemaria_bicirrus	1
47397	Perciformes	Chaenopsidae	Stathmonotus	culebrai	Stathmonotus_culebrai	1
47398	Perciformes	Gobiidae	Chriolepis	lepidota	Chriolepis_lepidota	1
4740	Perciformes	Acanthuridae	Acanthurus	sohal	Acanthurus_sohal	1
4741	Perciformes	Acanthuridae	Acanthurus	leucocheilus	Acanthurus_leucocheilus	1
4742	Perciformes	Acanthuridae	Acanthurus	pyroferus	Acanthurus_pyroferus	1
4744	Perciformes	Acanthuridae	Acanthurus	olivaceus	Acanthurus_olivaceus	1
4745	Perciformes	Acanthuridae	Acanthurus	fowleri	Acanthurus_fowleri	1
4746	Perciformes	Acanthuridae	Acanthurus	maculiceps	Acanthurus_maculiceps	1
4747	Perciformes	Acanthuridae	Acanthurus	nigricauda	Acanthurus_nigricauda	1
4748	Perciformes	Acanthuridae	Acanthurus	auranticavus	Acanthurus_auranticavus	1
4749	Perciformes	Acanthuridae	Acanthurus	grammoptilus	Acanthurus_grammoptilus	1
4750	Perciformes	Acanthuridae	Acanthurus	blochii	Acanthurus_blochii	1
47500	Lophiiformes	Antennariidae	nudiantennarius	subteres	nudiantennarius_subteres	1
47502	Lophiiformes	Antennariidae	Lophiocharon	lithinostomus	Lophiocharon_lithinostomus	1
4761	Tetraodontiformes	Tetraodontidae	Lagocephalus	sceleratus	Lagocephalus_sceleratus	1
47677	Lophiiformes	Ogcocephalidae	Ogcocephalus	vespertilio	Ogcocephalus_vespertilio	1
47813	Perciformes	Serranidae	Hypoplectrus	gemma	Hypoplectrus_gemma	1
47862	Perciformes	Serranidae	Hypoplectrus	aberrans	Hypoplectrus_aberrans	1
47865	Perciformes	Pholidichthyidae	Pholidichthys	anguis	Pholidichthys_anguis	0
47872	Anguilliformes	Muraenidae	Uropterygius	genie	Uropterygius_genie	1
4806	Perciformes	Ambassidae	Ambassis	gymnocephalus	Ambassis_gymnocephalus	0
4816	Mugiliformes	Mugilidae	Liza	macrolepis	Liza_macrolepis	1
4817	Mugiliformes	Mugilidae	Valamugil	buchanani	Valamugil_buchanani	1
48175	Perciformes	Chaenopsidae	Emblemariopsis	signifera	Emblemariopsis_signifera	1
4819	Mugiliformes	Mugilidae	Liza	subviridis	Liza_subviridis	1
4821	Perciformes	Mullidae	Upeneus	vittatus	Upeneus_vittatus	1
4824	Perciformes	Sciaenidae	Otolithes	ruber	Otolithes_ruber	1
9217	Perciformes	Serranidae	Epinephelus	caninus	Epinephelus_caninus	1
48256	Perciformes	Labrisomidae	Starksia	brasiliensis	Starksia_brasiliensis	1
48257	Perciformes	Labrisomidae	Starksia	culebrae	Starksia_culebrae	1
4826	Perciformes	Serranidae	Plectropomus	leopardus	Plectropomus_leopardus	1
4827	Perciformes	Sphyraenidae	Sphyraena	jello	Sphyraena_jello	1
4829	Perciformes	Terapontidae	Terapon	theraps	Terapon_theraps	1
4832	Ophidiiformes	Carapidae	Encheliophis	homei	Encheliophis_homei	1
4836	Perciformes	Apogonidae	Apogon	nigrofasciatus	Apogon_nigrofasciatus	1
4837	Perciformes	Apogonidae	Apogon	aureus	Apogon_aureus	1
4838	Perciformes	Apogonidae	Apogon	fleurieu	Apogon_fleurieu	1
4839	Perciformes	Apogonidae	Apogon	pselion	Apogon_pselion	1
4840	Perciformes	Labridae	Paracheilinus	octotaenia	Paracheilinus_octotaenia	1
4841	Perciformes	Labridae	Paracheilinus	lineopunctatus	Paracheilinus_lineopunctatus	1
4842	Perciformes	Labridae	Paracheilinus	mccoskeri	Paracheilinus_mccoskeri	1
4843	Perciformes	Labridae	Paracheilinus	carpenteri	Paracheilinus_carpenteri	1
4844	Perciformes	Labridae	Paracheilinus	filamentosus	Paracheilinus_filamentosus	1
4845	Perciformes	Labridae	Paracheilinus	angulatus	Paracheilinus_angulatus	1
4846	Perciformes	Labridae	Paracheilinus	hemitaeniatus	Paracheilinus_hemitaeniatus	1
4847	Perciformes	Labridae	Pseudojuloides	argyreogaster	Pseudojuloides_argyreogaster	1
4848	Perciformes	Labridae	Pseudojuloides	elongatus	Pseudojuloides_elongatus	1
4849	Perciformes	Labridae	Pseudojuloides	atavai	Pseudojuloides_atavai	1
4850	Perciformes	Labridae	Pseudojuloides	pyrius	Pseudojuloides_pyrius	1
4851	Perciformes	Labridae	Pseudojuloides	cerasinus	Pseudojuloides_cerasinus	1
4852	Perciformes	Labridae	Pseudojuloides	xanthomos	Pseudojuloides_xanthomos	1
4853	Perciformes	Labridae	Pseudojuloides	mesostigma	Pseudojuloides_mesostigma	1
4854	Perciformes	Labridae	Pseudojuloides	erythrops	Pseudojuloides_erythrops	1
4855	Perciformes	Labridae	Halichoeres	chrysus	Halichoeres_chrysus	1
4856	Perciformes	Labridae	Halichoeres	melasmapomus	Halichoeres_melasmapomus	1
4857	Perciformes	Labridae	Halichoeres	argus	Halichoeres_argus	1
4858	Perciformes	Labridae	Halichoeres	melanurus	Halichoeres_melanurus	1
4859	Perciformes	Labridae	Halichoeres	chloropterus	Halichoeres_chloropterus	1
486	Ophidiiformes	Ophidiidae	Brotula	barbata	Brotula_barbata	1
4860	Perciformes	Labridae	Halichoeres	timorensis	Halichoeres_timorensis	1
4861	Perciformes	Labridae	Halichoeres	podostigma	Halichoeres_podostigma	1
4862	Perciformes	Labridae	Halichoeres	prosopeion	Halichoeres_prosopeion	1
4863	Perciformes	Labridae	Labropsis	alleni	Labropsis_alleni	1
4864	Perciformes	Labridae	Labropsis	polynesica	Labropsis_polynesica	1
4865	Perciformes	Labridae	Labropsis	xanthonota	Labropsis_xanthonota	1
4866	Perciformes	Labridae	Labropsis	manabei	Labropsis_manabei	1
4867	Perciformes	Labridae	Labropsis	micronesica	Labropsis_micronesica	1
4868	Perciformes	Labridae	Labropsis	australis	Labropsis_australis	1
48686	Perciformes	Gerreidae	Gerres	ovatus	Gerres_ovatus	0
4869	Perciformes	Labridae	Wetmorella	albofasciata	Wetmorella_albofasciata	1
4870	Perciformes	Labridae	Wetmorella	nigropinnata	Wetmorella_nigropinnata	1
4871	Perciformes	Labridae	Xenojulis	margaritaceus	Xenojulis_margaritaceus	1
4886	Perciformes	Serranidae	Plectropomus	maculatus	Plectropomus_maculatus	1
4888	Perciformes	Labridae	Anampses	caeruleopunctatus	Anampses_caeruleopunctatus	1
4889	Perciformes	Labridae	Anampses	meleagrides	Anampses_meleagrides	1
4890	Perciformes	Labridae	Anampses	neoguinaicus	Anampses_neoguinaicus	1
4891	Perciformes	Labridae	Anampses	geographicus	Anampses_geographicus	1
4892	Perciformes	Labridae	Anampses	femininus	Anampses_femininus	1
4893	Perciformes	Labridae	Anampses	twistii	Anampses_twistii	1
48981	Perciformes	Gobiidae	Favonigobius	gymnauchen	Favonigobius_gymnauchen	1
48994	Tetraodontiformes	Diodontidae	Chilomycterus	atringa	Chilomycterus_atringa	1
4905	Anguilliformes	Muraenidae	Gymnothorax	undulatus	Gymnothorax_undulatus	1
4906	Beryciformes	Holocentridae	Sargocentron	punctatissimum	Sargocentron_punctatissimum	1
4907	Beryciformes	Holocentridae	Sargocentron	caudimaculatum	Sargocentron_caudimaculatum	1
4908	Beryciformes	Holocentridae	Sargocentron	tiere	Sargocentron_tiere	1
4909	Beryciformes	Holocentridae	Sargocentron	violaceum	Sargocentron_violaceum	1
4910	Beryciformes	Holocentridae	Myripristis	berndti	Myripristis_berndti	1
4911	Beryciformes	Holocentridae	Neoniphon	sammara	Neoniphon_sammara	1
4912	Scorpaeniformes	Scorpaenidae	Dendrochirus	brachypterus	Dendrochirus_brachypterus	1
4913	Scorpaeniformes	Scorpaenidae	Pterois	radiata	Pterois_radiata	1
4914	Scorpaeniformes	Scorpaenidae	Pterois	antennata	Pterois_antennata	1
4915	Scorpaeniformes	Scorpaenidae	Scorpaenodes	parvipinnis	Scorpaenodes_parvipinnis	1
4916	Perciformes	Labridae	Anampses	cuvier	Anampses_cuvier	1
49161	Perciformes	Gobiidae	Yongeichthys	criniger	Yongeichthys_criniger	1
4917	Perciformes	Labridae	Anampses	lennardi	Anampses_lennardi	1
4918	Perciformes	Labridae	Anampses	elegans	Anampses_elegans	1
4919	Perciformes	Labridae	Anampses	chrysocephalus	Anampses_chrysocephalus	1
4920	Perciformes	Labridae	Anampses	viridis	Anampses_viridis	1
4921	Scorpaeniformes	Scorpaenidae	Scorpaenopsis	diabolus	Scorpaenopsis_diabolus	1
4922	Perciformes	Serranidae	Anyperodon	leucogrammicus	Anyperodon_leucogrammicus	1
7336	Perciformes	Serranidae	Epinephelus	chabaudi	Epinephelus_chabaudi	1
4925	Perciformes	Serranidae	Grammistes	sexlineatus	Grammistes_sexlineatus	1
4926	Perciformes	Apogonidae	Sphaeramia	orbicularis	Sphaeramia_orbicularis	1
49303	Perciformes	Kyphosidae	Girella	fimbriata	Girella_fimbriata	1
49304	Tetraodontiformes	Monacanthidae	Thamnaconus	analis	Thamnaconus_analis	1
4931	Tetraodontiformes	Balistidae	Balistes	punctatus	Balistes_punctatus	1
4936	Perciformes	Serranidae	Cephalopholis	taeniops	Cephalopholis_taeniops	1
4939	Perciformes	Ephippidae	Chaetodipterus	lippei	Chaetodipterus_lippei	1
49409	Perciformes	Labridae	Choerodon	azurio	Choerodon_azurio	1
49419	Perciformes	Callionymidae	Callionymus	pleurostictus	Callionymus_pleurostictus	1
49427	Perciformes	Serranidae	Pseudogramma	astigmum	Pseudogramma_astigmum	1
49428	Perciformes	Serranidae	Pseudogramma	xanthum	Pseudogramma_xanthum	1
49429	Perciformes	Serranidae	Pseudogramma	axelrodi	Pseudogramma_axelrodi	1
49431	Perciformes	Serranidae	Pseudogramma	erythreum	Pseudogramma_erythreum	1
49432	Perciformes	Serranidae	Pseudogramma	guineensis	Pseudogramma_guineensis	1
49434	Perciformes	Serranidae	Pseudogramma	megamycterum	Pseudogramma_megamycterum	1
49435	Perciformes	Serranidae	Pseudogramma	pectoralis	Pseudogramma_pectoralis	1
49436	Perciformes	Serranidae	Suttonia	lineata	Suttonia_lineata	1
49437	Perciformes	Serranidae	Suttonia	suttoni	Suttonia_suttoni	1
4944	Perciformes	Acanthuridae	Prionurus	biafraensis	Prionurus_biafraensis	1
49448	Perciformes	Plesiopidae	Calloplesiops	argus	Calloplesiops_argus	1
49449	Perciformes	Cirrhitidae	Paracirrhites	xanthus	Paracirrhites_xanthus	1
49506	Perciformes	Tripterygiidae	Enneapterygius	flavoccipitis	Enneapterygius_flavoccipitis	1
49509	Perciformes	Tripterygiidae	Enneapterygius	philippinus	Enneapterygius_philippinus	1
4955	Perciformes	Labridae	Bodianus	speciosus	Bodianus_speciosus	1
4960	Tetraodontiformes	Tetraodontidae	Ephippion	guttifer	Ephippion_guttifer	1
7337	Perciformes	Serranidae	Epinephelus	chlorocephalus	Epinephelus_chlorocephalus	1
4962	Beryciformes	Trachichthyidae	Gephyroberyx	darwinii	Gephyroberyx_darwinii	0
4967	Perciformes	Scaridae	Scarus	dubius	Scarus_dubius	1
4968	Perciformes	Scaridae	Scarus	flavipectoralis	Scarus_flavipectoralis	1
4969	Perciformes	Scaridae	Scarus	rivulatus	Scarus_rivulatus	1
4970	Perciformes	Scaridae	Scarus	globiceps	Scarus_globiceps	1
4971	Perciformes	Scaridae	Scarus	prasiognathos	Scarus_prasiognathos	1
4973	Perciformes	Scaridae	Scarus	dimidiatus	Scarus_dimidiatus	1
4974	Perciformes	Scaridae	Scarus	spinus	Scarus_spinus	1
4975	Perciformes	Scaridae	Scarus	schlegeli	Scarus_schlegeli	1
4976	Perciformes	Scaridae	Chlorurus	bleekeri	Chlorurus_bleekeri	1
4977	Perciformes	Scaridae	Chlorurus	troschelii	Chlorurus_troschelii	1
4978	Perciformes	Scaridae	Chlorurus	japanensis	Chlorurus_japanensis	1
4979	Perciformes	Scaridae	Chlorurus	gibbus	Chlorurus_gibbus	1
4980	Perciformes	Scaridae	Scarus	koputea	Scarus_koputea	1
4981	Perciformes	Scaridae	Scarus	longipinnis	Scarus_longipinnis	1
4982	Perciformes	Pomacentridae	Chromis	atripes	Chromis_atripes	1
49820	Scorpaeniformes	Platycephalidae	Platycephalus	fuscus	Platycephalus_fuscus	1
4983	Perciformes	Pomacentridae	Chromis	elerae	Chromis_elerae	1
4984	Perciformes	Labridae	Macropharyngodon	meleagris	Macropharyngodon_meleagris	1
4985	Perciformes	Labridae	Macropharyngodon	negrosensis	Macropharyngodon_negrosensis	1
49997	Anguilliformes	Ophichthidae	Scolecenchelys	nicholsae	Scolecenchelys_nicholsae	1
5	Perciformes	Haemulidae	Orthopristis	chrysoptera	Orthopristis_chrysoptera	1
5002	Perciformes	Polynemidae	Polydactylus	quadrifilis	Polydactylus_quadrifilis	0
50020	Perciformes	Serranidae	Paralabrax	callaensis	Paralabrax_callaensis	1
5003	Perciformes	Haemulidae	Pomadasys	incisus	Pomadasys_incisus	1
5004	Perciformes	Haemulidae	Pomadasys	rogerii	Pomadasys_rogerii	1
50052	Perciformes	Haemulidae	Plectorhinchus	lessonii	Plectorhinchus_lessonii	1
5006	Scorpaeniformes	Scorpaenidae	Pontinus	accraensis	Pontinus_accraensis	1
50095	Perciformes	Serranidae	Serranus	aequidens	Serranus_aequidens	1
50096	Perciformes	Serranidae	Serranus	huascarii	Serranus_huascarii	1
50101	Perciformes	Pomacentridae	Chromis	jubauna	Chromis_jubauna	1
50111	Beryciformes	Holocentridae	Sargocentron	hormion	Sargocentron_hormion	1
50117	Beryciformes	Holocentridae	Sargocentron	iota	Sargocentron_iota	1
50118	Beryciformes	Holocentridae	Sargocentron	megalops	Sargocentron_megalops	1
50136	Perciformes	Pinguipedidae	Pseudopercis	semifasciata	Pseudopercis_semifasciata	1
50137	Perciformes	Opistognathidae	Opistognathus	cuvierii	Opistognathus_cuvierii	1
50141	Perciformes	Serranidae	Acanthistius	patachonicus	Acanthistius_patachonicus	1
50148	Perciformes	Pinguipedidae	Parapercis	dockinsi	Parapercis_dockinsi	1
5018	Perciformes	Scaridae	Scarus	hoefleri	Scarus_hoefleri	1
5019	Scorpaeniformes	Scorpaenidae	Scorpaena	angolensis	Scorpaena_angolensis	1
5021	Scorpaeniformes	Scorpaenidae	Scorpaena	elongata	Scorpaena_elongata	1
50231	Beryciformes	Holocentridae	Sargocentron	shimizui	Sargocentron_shimizui	1
5025	Scorpaeniformes	Scorpaenidae	Scorpaena	normani	Scorpaena_normani	1
5026	Scorpaeniformes	Scorpaenidae	Scorpaena	laevis	Scorpaena_laevis	1
5027	Scorpaeniformes	Scorpaenidae	Scorpaena	stephanica	Scorpaena_stephanica	1
5028	Perciformes	Serranidae	Serranus	accraensis	Serranus_accraensis	1
5030	Perciformes	Sphyraenidae	Sphyraena	afra	Sphyraena_afra	1
50318	Scorpaeniformes	Scorpaenidae	Rhinopias	cea	Rhinopias_cea	1
50340	Beryciformes	Holocentridae	Sargocentron	wilhelmi	Sargocentron_wilhelmi	1
50361	Perciformes	Apogonidae	Apogon	robbyi	Apogon_robbyi	1
50438	Perciformes	Dactyloscopidae	Dactyloscopus	boehlkei	Dactyloscopus_boehlkei	1
50455	Perciformes	Grammatidae	Gramma	brasiliensis	Gramma_brasiliensis	1
5563	Perciformes	Chaetodontidae	Chaetodon	flavocoronatus	Chaetodon_flavocoronatus	1
50467	Perciformes	Dactyloscopidae	Dactyloscopus	foraminosus	Dactyloscopus_foraminosus	1
50471	Perciformes	Dactyloscopidae	Dactyloscopus	comptus	Dactyloscopus_comptus	1
5048	Perciformes	Arripidae	Arripis	trutta	Arripis_trutta	0
50480	Perciformes	Dactyloscopidae	Gillellus	jacksoni	Gillellus_jacksoni	1
50489	Perciformes	Dactyloscopidae	Platygillellus	smithi	Platygillellus_smithi	1
50494	Perciformes	Dactyloscopidae	Storrsia	olsoni	Storrsia_olsoni	1
50546	Perciformes	Callionymidae	Paradiplogrammus	corallinus	Paradiplogrammus_corallinus	1
50627	Perciformes	Gobiidae	Elacatinus	figaro	Elacatinus_figaro	1
50659	Anguilliformes	Muraenidae	Gymnothorax	annulatus	Gymnothorax_annulatus	1
5066	Perciformes	Sparidae	Pagrus	auriga	Pagrus_auriga	1
50666	Anguilliformes	Muraenidae	Gymnothorax	minor	Gymnothorax_minor	1
5067	Perciformes	Sparidae	Pagrus	africanus	Pagrus_africanus	1
